fiscal_year,year,month,month_numeric,data_from_table,depository,debt_listed_no.of_issuers_debt,debt_listed_no.of_active_instruments,debt_listed_demat_quantity_lakh,debt_listed_demat_value_rs_crore,debt_listed_quantity_settled_during_the_month_lakh,debt_listed_value_settled_during_the_month_rs_crore,debt_unlisted_no.of_issuers_debt,debt_unlisted_no.of_active_instruments,debt_unlisted_demat_quantity_lakh,debt_unlisted_demat_value_rs_crore,debt_unlisted_quantity_settled_during_the_month_lakh,debt_unlisted_value_settled_during_the_month_rs_crore,equity_listed_no.of_companies,equity_listed_no.of_active_instruments,equity_listed_demat_quantity_lakh,equity_listed_demat_value_rs_crore,equity_listed_quantity_settled_during_the_month_lakh,equity_listed_value_settled_during_the_month_rs_crore,equity_unlisted_no.of_companies,equity_unlisted_no.of_active_instruments,equity_unlisted_demat_quantity_lakh,equity_unlisted_demat_value_rs_crore,equity_unlisted_quantity_settled_during_the_month_lakh,equity_unlisted_value_settled_during_the_month_rs_crore,others_listed_no.of_issuers,others_listed_no.of_active_instruments,others_listed_demat_quantity_lakh,others_listed_demat_value_rs_crore,others_listed_quantity_settled_during_the_month_lakh,others_listed_value_settled_during_the_month_rs_crore,others_unlisted_no.of_issuers,others_unlisted_no.of_active_instruments,others_unlisted_demat_quantity_lakh,others_unlisted_demat_value_rs_crore,others_unlisted_quantity_settled_during_the_month_lakh,others_unlisted_value_settled_during_the_month_rs_crore,total_listed_no.of_issuers_of_debt_companies_equity,total_listed_no.of_active_instruments,total_listed_demat_quantity_lakh,total_listed_demat_value_rs_crore,total_listed_quantity_settled_during_the_month_lakh,total_listed_value_settled_during_the_month_rs_crore,total_unlisted_no.of_issuers_of_debt_companies_equity,total_unlisted_no.of_active_instruments,total_unlisted_demat_quantity_lakh,total_unlisted_demat_value_rs_crore,total_unlisted_quantity_settled_during_the_month_lakh,total_unlisted_value_settled_during_the_month_rs_crore,released_on,updated_on,data_source,data_url
2018-19,2018,July,7,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,560,8687,3165.95121,56471.2395,37.64262000000001,978.1017115,330,1686,86987.63563,28000.0769,0,0,6814,6934,1625880.81974,1828594.1586,56833.903340000004,60496.463615,3274,3453,1102605.35211,115215.8872,0,0,2316,17992,125930.30432502998,47195.0623,10247.0237,7502.6314486,446,1546,133950.74595438,20273.416,0,0,9690,33613,1754977.07527503,1932260.4604,67118.56966000001,68977.1967751,4050,6685,1323543.73369438,163489.38009999998,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,2018,August,8,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,563,8600,3185.9186,57661.4421,37.14124,798.6138278999999,339,1669,87166.81042,29576.4331,0,0,6823,6941,1674747.1067400002,1893616.9988,64284.53389,71517.76521530001,3336,3514,1079165.0801,117299.3162,0,0,2330,18172,131488.35367014998,50407.2017,10146.57976,6399.3096267,455,1556,135048.20820016,20422.692399999996,0,0,9716,33713,1809421.3790101502,2001685.6426000001,74468.25489,78715.6886699,4130,6739,1301380.0987201598,167298.4417,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,2018,September,9,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,566,8520,3359.51556,59775.121,20.827850000000005,1572.7659257,340,1705,87421.5909,30000.4371,0,0,6840,6958,1677692.6904700003,1674877.3368,49964.51000000001,53541.94876999999,3378,3554,1066161.20823,117470.0092,0,0,2356,18356,137072.69651553,48168.1827,11251.575740000002,6302.944050599999,454,1501,135211.91062374998,20644.6766,0,0,9762,33834,1818124.9025455303,1782820.6405,61236.913590000004,61417.65874629999,4172,6760,1288794.70975375,168115.12290000002,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,2018,October,10,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,566,8460,3513.67945,58854.8994,27.73229,370.7444796,346,1726,96225.47644,31288.2818,0,0,6862,6984,1716835.27413,1631319.3387,48371.435,54335.82135,3480,3666,1123338.94229,118525.193,0,0,2366,18476,139798.76339538,47872.9214,10881.288960000002,6981.158339299999,473,1529,135478.95961508,21588.632099999995,0,0,9794,33920,1860147.71697538,1738047.1595,59280.456249999996,61687.72416889999,4299,6921,1355043.37834508,171402.10689999998,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,2018,November,11,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,558,8410,3553.97899,58792.355,18.539839999999998,494.07821140000004,356,1778,96976.61693,31449.0824,0,0,6871,6989,1724901.0783999998,1640698.4429,44930.637890000005,47960.27764999999,3644,3831,1156538.2541,121856.0239,0,0,2391,18686,141338.03053741,50193.667199999996,7384.76589,5112.016511769999,491,1675,169653.24959596997,25109.5504,0,0,9820,34085,1869793.0879274097,1749684.4651,52333.943620000005,53566.372373169994,4491,7284,1423168.12062597,178414.6567,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,2018,December,12,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,564,8407,3513.5497800000003,60007.221,21.025869999999998,532.2729901,366,1810,98588.13777,31647.6689,0,0,6876,6993,1763386.77962,1721837.6672,43226.392479999995,47857.26356400001,3883,4074,1199200.43221,125198.01,0,0,2405,18796,172500.91303273,58614.16269999999,13063.326440000003,7022.3855060000005,507,1730,170395.81923619,25387.9056,0,0,9845,34196,1939401.2424327298,1840459.0509,56310.74478999999,55411.922060100005,4756,7614,1468184.38921619,182233.5845,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,2019,January,1,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,559,8365,3567.31,60645.05,45.566289999999995,1096.8727384,373,1878,98168.61,32377.69,0,0,6886,7003,1769038.6,1639025.84,50166.325509999995,51174.424459999995,4188,4393,1305127.08,132154.85,0,0,2456,19159,151753.02,53859.65,9941.5875,7349.188651,521,1817,173682.66,26108.57,0,0,9901,34527,1924358.9300000002,1753530.55,60153.47929999999,59620.48584939999,5082,8088,1576978.36,190641.11000000002,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,2019,February,2,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,556,8308,2854.34652,63033.1417,22.529150000000005,841.9574905000001,388,1956,110377.74488,32805.2966,0,0,6901,7016,1788755.0824999998,1604712.9753,55004.77474000001,51785.892566500006,4513,4731,1326287.6486,134154.9728,0,0,2492,19437,152103.6314211,54398.655,14274.810349999998,7464.551446,534,1855,152069.09635557,24399.909200000002,0,0,9949,34761,1943713.0604410996,1722144.772,69302.11424000001,60092.401503,5435,8542,1588734.4898355699,191360.17859999998,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,2019,March,3,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,561,8293,2930.48749,64924.8011,46.49547,1299.1459479,402,2109,97343.15003,33366.3491,0,0,6407,5903,1766003.09677,1757785.2046,66932.65539000001,67847.2548222,5915,6146,1436669.10536,139408.3631,0,0,2537,19759,161192.84111682,59678.2199,11192.793660000001,8702.951232000001,545,1926,154622.49486096,24530.553999999996,0,0,9505,33955,1930126.42537682,1882388.2256,78171.94452,77849.35200210001,6862,10181,1688634.7502509598,197305.26619999998,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2019-20,2019,April,4,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,558,8092,2981.3555,63183.0097,29.980139999999995,1112.3217912,404,2238,97214.01204999999,33668.6102,0,0,5763,5898,1874795.06459,1753987.9,57740.88104,54025.71963526001,6167,6413,1440957.39048,139703.8839,0,0,2472,19500,161996.78528599,64434.2518,22154.015400000008,12470.610115000001,558,1976,161026.02820772002,24801.7716,0,0,8793,33490,2039773.2053759901,1881605.1615,79924.87658,67608.65154146001,7129,10627,1699197.43073772,198174.2657,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2019-20,2019,May,5,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,559,7965,3013.89729,61958.1425,25.08106,850.3143838,415,2401,148184.71185000002,38446.3029,0,0,6295,5717,2033315.17144,1838467.7557,58222.042720000005,59070.683716,6542,6794,1455134.7512700001,141418.0475,0,0,2466,19498,156638.21286296,65629.0459,13781.51413,11445.233178,573,1987,164980.76368151,25454.8235,0,0,9320,33180,2192967.28159296,1966054.9441000002,72028.63790999999,71366.2312778,7530,11182,1768300.2268015102,205319.1739,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2019-20,2019,June,6,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,551,7831,2972.35007,61951.7364,30.541780000000003,887.74607132,425,2457,101537.49526,38411.3609,0,0,5596,5725,2073593.5392300002,1811480.8775,46283.322140000004,48524.1781535,6707,6962,1528321.67367,129981.7754,0,0,2456,19688,159068.99959257,66790.9093,10618.849369999998,6898.9249314,591,2048,168025.791616,28431.5624,0,0,8603,33244,2235634.88889257,1940223.5232,56932.71328999999,56310.84915621999,7723,11467,1797884.960546,196824.6987,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2019-20,2019,July,7,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,547,7729,2971.55274,62490.7325,28.900100000000002,880.31708506,426,2556,108552.84222,39190.2709,0,0,5603,5732,2079047.38449,1643066.6576,48428.48776999999,50750.70788502501,6853,7115,1561746.17802,133206.4353,0,0,2449,19714,175756.33490229,68124.9338,20248.5856702,13044.451327693001,595,2071,169747.30736572,28332.7875,0,0,8599,33175,2257775.27213229,1773682.3239,68705.9735402,64675.47629777801,7874,11742,1840046.32760572,200729.49370000002,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2019-20,2019,August,8,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,549,7676,4064.67015,62544.8826,32.69036,876.3812,430,2616,108559.16841000001,38242.5351,0,0,5611,5739,2094391.68899,1614708.1882,48692.23502,49802.86732016999,6982,7247,1575005.49405,134283.6377,0,0,2442,19683,178185.43082446,69607.2133,18580.3954835,12025.707735947999,601,2076,172289.68483096999,30875.626300000004,0,0,8602,33098,2276641.78996446,1746860.2840999998,67305.3208635,62704.95625611799,8013,11939,1855854.34729097,203401.7991,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2019-20,2019,September,9,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,551,7599,4092.27242,62864.5807,22.339570000000002,245.32958809000002,431,2651,108167.46338999999,38614.1398,0,0,5622,5750,2101629.55538,1667314.6535,55244.044350000004,64349.259845155,7121,7393,1596741.4082499999,136399.5492,0,0,2424,19641,172783.88723541,72567.9736,11487.425570000001,8358.254026849,607,2086,174410.6803102,31093.714799999998,0,0,8597,32990,2278505.7150354097,1802747.2078,66753.80949,72952.843460094,8159,12130,1879319.5519501998,206107.4038,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2019-20,2019,October,10,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,548,7539,3143.55089,63102.7372,38.502100000000006,276.811906798,438,2719,108057.03349,38849.0908,0,0,5633,5763,2110081.52361,1749217.1335,54652.023870000005,57664.380938744995,7242,7512,1608033.86855,137591.5524,0,0,2422,19693,178830.06722725,75850.6659,17131.13486,12303.785288999998,611,2080,156784.38962142,29374.355300000003,0,0,8603,32995,2292055.14172725,1888170.5366,71821.66083000001,70244.978134543,8291,12311,1872875.2916614201,205814.9985,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2019-20,2019,November,11,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,548,7519,3187.34527,63977.0777,78.17555,396.05534314,443,2833,110472.77572,39326.2542,0,0,5630,5762,2180155.76003,1808048.1861,76688.53946000001,68863.640985795,7389,7663,1614725.44058,138039.5069,0,0,2426,19756,178331.37203072,77007.6935,16370.740410000002,9863.923932051,624,2175,156744.4289001,29383.485,0,0,8604,33037,2361674.47733072,1949032.9573000001,93137.45542000001,79123.620260986,8456,12671,1881942.6452001,206749.2461,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2019-20,2019,December,12,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,553,7459,3245.06479,65379.3331,33.291109999999996,303.224970264,441,2917,110215.06123,39545.8157,0,0,5638,5771,2299501.91887,1814880.4746,71007.40932,58538.521718605,7554,7832,1611238.50159,127397.9313,0,0,2437,19857,189008.92844307,80424.3524,15100.221380000003,9459.789511143,715,2635,157791.37364203,29900.2772,0,0,8628,33087,2491755.9121030704,1960684.1601,86140.92181000001,68301.536200012,8710,13384,1879244.93646203,196844.0242,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2019-20,2020,January,1,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,553,7476,3745.37818,65309.9898,82.93154,328.502021355,447,2985,109819.02268,40543.6149,0,0,5645,5777,2304600.17756,1807756.2666,92555.69705,80667.593340454,7696,7981,1617995.58267,127866.8792,0,0,2511,20324,195047.74537921,84031.43,17154.810859999998,12963.865517794999,739,2759,158010.8164799,29722.9331,0,0,8709,33577,2503393.30111921,1957097.6864,109793.43945,93959.960879604,8882,13725,1885825.4218298998,198133.4272,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2019-20,2020,February,2,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,561,7463,3494.80397,66271.2658,34.73251,241.220830473,449,3106,110358.32715,40910.8495,0,0,5685,5815,2330724.31969,1687988.3555,85187.99518000001,75151.62098502001,7801,8089,1622590.41981,128158.4016,0,0,2548,20615,229365.64412568,85468.7713,19222.76123,9437.228642746,759,2711,156766.05771223,29858.1712,0,0,8794,33893,2563584.7677856795,1839728.3926,104445.48892,84830.07045823902,9009,13906,1889714.80467223,198927.4223,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2019-20,2020,March,3,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,559,7443,3516.2568499999998,66222.7101,47.37679,397.33149169899997,447,3176,112552.68132999999,41579.5676,0,0,5692,5824,2410848.28064,1329810.84,119019.75167,79163.982857142,7900,8194,1629139.70597,128540.7629,0,0,2607,20823,260203.83148293,77636.74109999998,29190.44001,16440.83661885,730,2569,141004.76847866,28181.750699999997,0,0,8858,34090,2674568.36897293,1473670.2912,148257.56847,96002.150967691,9077,13939,1882697.15577866,198302.08120000002,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2020-21,2020,April,4,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,556,7328,3528.31225,67560.4514,19.25235,246.411098328,446,3254,113050.85698,41985.2679,0,0,5695,5824,2229720.00739,1491199.1466,85270.27458,77054.0486211,7897,8189,1643689.14146,130007.6604,0,0,2584,20693,256354.68849627,85807.6287,24164.131879999997,17508.079772908,724,2494,140807.89585074,28059.6962,0,0,8835,33845,2489603.00813627,1644567.2267,109453.65881000001,94808.53949233599,9067,13937,1897547.89429074,200052.6245,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2020-21,2020,May,5,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,565,7252,3524.98157,68835.6681,30.507620000000003,385.79104494399996,444,3363,112561.31598,42252.7877,0,0,5696,5828,2237221.96094,1493343.7805,114414.44571,86224.2793428,7932,8224,1670899.49724,132849.7198,0,0,2549,20536,212431.72361728,78966.9185,17555.5951899,14805.553145032001,694,2345,141409.24512789,28075.9264,0,0,8810,33616,2453178.66612728,1641146.3671,132000.54851989998,101415.623532776,9070,13932,1924870.05834789,203178.4339,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2020-21,2020,June,6,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,571,7260,3505.69052,70028.684,35.776540000000004,538.4370336,446,3475,112455.22209,42251.3533,0,0,5700,5835,2249827.93515,1685586.5472,241801.93295999998,164957.61778040003,7994,8287,1674407.71856,132927.055,0,0,2539,20549,215540.55044017,83161.4299,17312.0435001,13019.740348568002,691,2277,141844.04217236,28114.759,0,0,8810,33644,2468874.17611017,1838776.6611,259149.75300009997,178515.79516256804,9131,14039,1928706.98282236,203293.1673,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2020-21,2020,July,7,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,586,7289,3528.37274,71617.5823,39.802260000000004,585.53989708,454,3598,112457.16929,42852.9955,0,0,5706,5840,2304336.6738,1703534.4587,229786.74563,157084.78124369998,8092,8387,1677283.54761,133010.3865,0,0,2515,20446,214102.53812549,88891.5649,23419.918300200003,15534.890940822,682,2233,142462.38501301,28102.1257,0,0,8807,33575,2521967.58466549,1864043.6058999998,253246.4661902,173205.21208160196,9228,14218,1932203.1019130102,203965.5077,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2020-21,2020,August,8,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,598,7280,3484.75781,73405.5963,28.394779999999997,457.5893645,451,3653,114212.47493,43247.8956,0,0,5709,5844,2317302.68303,1773431.2948,215667.52956999998,177712.49535,8210,8505,1682280.97101,133226.3922,0,0,2497,20408,220820.72541649,96416.9491,25073.93003,15257.5164282,680,2216,142280.80120442,27837.1426,0,0,8804,33532,2541608.1662564897,1943253.8402000002,240769.85438,193427.6011427,9341,14374,1938774.24714442,204311.43039999998,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2020-21,2020,September,9,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,602,7320,3473.2521,73862.4172,24.14176,330.9747431799999,455,3803,114211.06274,42853.8558,0,0,5718,5855,2346848.595,1699270.5047,176973.78371,151225.66549500002,8507,8806,1708065.22055,135620.2937,0,0,2499,20422,227608.2960825,97473.266,22855.12072,14189.995816321,697,2244,142853.71172716,27926.5158,0,0,8819,33597,2577930.1431825003,1870606.1879,199853.04619,165746.63605450102,9659,14853,1965129.99501716,206400.6653,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
