fiscal_year,stock_exchange,proprietorship,partnership,corporate,limited_liability_partnership_llp,total,data_from_table,released_on,updated_on,data_source,data_url
2016-17,Pune,0,0,0,0,0,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2017-18,Pune,0,0,0,0,0,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2018-19,Pune,0,0,0,0,0,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2019-20,Pune,0,0,0,0,0,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2020-21,Pune,0,0,0,0,0,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2021-22,Pune,0,0,0,0,0,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2022-23,Pune,0,0,0,0,0,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2023-24,Pune,0,0,0,0,0,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2024-25,Pune,0,0,0,0,0,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2013-14,UPSE,149,3,55,0,207,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2014-15,UPSE,143,3,54,0,200,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2015-16,UPSE,0,0,0,0,0,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2016-17,UPSE,0,0,0,0,0,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2017-18,UPSE,0,0,0,0,0,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2018-19,UPSE,0,0,0,0,0,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2019-20,UPSE,0,0,0,0,0,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2020-21,UPSE,0,0,0,0,0,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2021-22,UPSE,0,0,0,0,0,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2022-23,UPSE,0,0,0,0,0,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2023-24,UPSE,0,0,0,0,0,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2024-25,UPSE,0,0,0,0,0,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2013-14,Vadodara,243,3,65,0,311,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2014-15,Vadodara,237,3,55,0,295,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2015-16,Vadodara,0,0,0,0,0,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2016-17,Vadodara,0,0,0,0,0,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2017-18,Vadodara,0,0,0,0,0,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2018-19,Vadodara,0,0,0,0,0,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2019-20,Vadodara,0,0,0,0,0,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2020-21,Vadodara,0,0,0,0,0,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2021-22,Vadodara,0,0,0,0,0,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2022-23,Vadodara,0,0,0,0,0,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2023-24,Vadodara,0,0,0,0,0,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2024-25,Vadodara,0,0,0,0,0,Table 75: Stock Brokers on the Basis of Ownership in Equity Cash Segment,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
